OrderID,OrderDate,CustomerID,Region,ProductCategory,ProductName,Channel,UnitPrice,Quantity,Discount,ShippingCost,Revenue,Returned,UnitCost,ListPrice,GrossMarginPct,Supplier,Segment,AcquisitionChannel,SignupYear,LoyaltyTier,ReturnReason,RefundAmount,RestockedFlag,COGS,GrossProfit,NetContribution
ORD50564,2025-07-10,C1125,East,Accessories,Baseball Cap,Online,56.58,2,0.15,6.59,96.19,false,26.45,52.9,0.5,Meridian,Returning,Email,2024,Bronze,,0,,52.90,43.29,43.29
ORD50723,2025-07-06,C1007,West,Apparel,Denim Jacket,In-Store,90.49,3,0.05,0.00,257.90,false,45.49,79.95,0.431,Meridian,Returning,Organic,2024,Bronze,,0,,136.47,121.43,121.43
ORD50199,2025-08-11,C1167,West,Apparel,Denim Jacket,Online,115.43,3,0,11.20,294.35,false,45.49,79.95,0.431,Meridian,Returning,Email,2023,Bronze,,0,,136.47,157.88,157.88
ORD50375,2025-12-08,C1086,West,Home,Throw Pillow,Online,33.63,3,0.2,6.31,80.71,false,26.26,45.27,0.42,Acme,Returning,Organic,2024,Bronze,,0,,78.78,1.93,1.93
ORD50789,2025-06-17,C1085,West,Accessories,Baseball Cap,Mobile App,81.93,1,0.05,6.41,77.83,false,26.45,52.9,0.5,Meridian,New,Organic,2024,Gold,,0,,26.45,51.38,51.38
ORD50407,2025-01-06,C1160,West,Accessories,Wool Scarf,Online,42.41,2,0,8.79,84.82,false,29.0,57.99,0.5,Northwind,New,Referral,2023,Bronze,,0,,58.00,26.82,26.82
ORD50213,2025-01-07,C1023,West,Apparel,Chino Pants,Online,75.50,5,0.05,7.77,358.62,false,45.05,79.17,0.431,Meridian,VIP,Organic,2024,Gold,,0,,225.25,133.37,133.37
ORD50347,2025-02-05,C1049,West,Home,Wall Art,In-Store,69.33,2,0.05,0.00,131.73,false,28.69,49.47,0.42,Globex,New,Paid Social,2024,Gold,,0,,57.38,74.35,74.35
ORD50112,2025-12-18,C1135,East,Beauty,Bath Set,Online,64.82,2,0.05,10.35,123.16,false,19.67,43.71,0.55,Umbra,New,Paid Social,2024,Bronze,,0,,39.34,83.82,83.82
ORD50181,2025-02-19,C1109,West,Accessories,Leather Belt,Online,57.19,5,0.15,0.00,243.06,false,26.41,52.82,0.5,Umbra,VIP,Referral,2023,Silver,,0,,132.05,111.01,111.01
ORD50501,2025-08-17,C1133,East,Footwear,Sandals,Mobile App,132.33,2,0.15,7.54,224.96,true,103.25,123.51,0.164,Acme,New,Paid Social,2024,Bronze,Wrong size / poor fit,206.93,Y,206.50,18.46,-188.47
ORD50610,2025-04-06,C1075,South,Apparel,Denim Jacket,Online,103.08,1,0,9.89,103.08,false,45.49,79.95,0.431,Meridian,New,Paid Social,2023,Bronze,,0,,45.49,57.59,57.59
ORD50603,2025-11-13,C1134,East,Home,Wall Art,Mobile App,20.32,1,0.5,9.90,10.16,true,28.69,49.47,0.42,Globex,Returning,Organic,2025,Bronze,Defective,9.16,N,28.69,-18.53,-27.69
ORD50770,2025-07-05,C1030,South,Apparel,Summer Dress,In-Store,73.04,2,0.2,0.00,116.86,false,40.56,71.29,0.431,Globex,Returning,Referral,2023,Bronze,,0,,81.12,35.74,35.74
ORD50215,2025-11-29,C1175,East,Apparel,Chino Pants,Online,27.95,1,0.1,9.24,25.16,false,45.05,79.17,0.431,Meridian,New,Organic,2023,Gold,,0,,45.05,-19.89,-19.89
ORD50348,2025-01-21,C1107,East,Beauty,Face Serum,In-Store,13.50,1,0.15,0.00,11.47,false,17.07,37.93,0.55,Northwind,New,Paid Social,2024,Silver,,0,,17.07,-5.60,-5.60
ORD50010,2025-06-13,C1027,South,Home,Throw Pillow,In-Store,30.41,1,0.4,0.00,18.25,false,26.26,45.27,0.42,Acme,New,Email,2023,Silver,,0,,26.26,-8.01,-8.01
ORD50635,2025-06-23,C1048,South,Beauty,Hand Cream,Online,39.56,2,0,9.85,79.12,false,17.77,39.49,0.55,Northwind,Returning,Paid Social,2024,Bronze,,0,,35.54,43.58,43.58
ORD50496,2025-08-04,C1148,South,Accessories,Leather Belt,Online,19.42,2,0.1,10.64,34.96,true,26.41,52.82,0.5,Umbra,Returning,Paid Social,2024,Silver,Damaged in transit,31.5,N,52.82,-17.86,-49.36
ORD50630,2025-02-28,C1029,East,Apparel,Wool Sweater,In-Store,50.43,3,0,0.00,151.29,false,35.65,62.66,0.431,Acme,Returning,Organic,2024,Bronze,,0,,106.95,44.34,44.34
ORD50702,2025-05-28,C1068,East,Beauty,Perfume,In-Store,15.95,1,0.4,0.00,9.57,false,15.84,35.21,0.55,Acme,New,Email,2025,Bronze,,0,,15.84,-6.27,-6.27
ORD50492,2025-11-24,C1162,Midwest,Apparel,Chino Pants,In-Store,31.20,1,0.3,0.00,21.84,false,45.05,79.17,0.431,Meridian,New,Paid Social,2025,Bronze,,0,,45.05,-23.21,-23.21
ORD50841,2025-08-14,C1086,West,Footwear,Running Shoes,Online,41.43,1,0,4.03,41.43,false,94.62,113.18,0.164,Meridian,Returning,Organic,2024,Bronze,,0,,94.62,-53.19,-53.19
ORD50081,2025-02-17,C1116,Midwest,Home,Ceramic Mug,In-Store,43.35,1,0.05,0.00,41.18,false,27.46,47.34,0.42,Meridian,Returning,Paid Social,2025,Bronze,,0,,27.46,13.72,13.72
ORD50730,2025-06-28,C1134,East,Footwear,Sandals,Online,74.67,2,0.1,5.16,134.41,false,103.25,123.51,0.164,Acme,Returning,Organic,2025,Bronze,,0,,206.50,-72.09,-72.09
ORD50594,2025-10-02,C1146,Midwest,Apparel,Chino Pants,Online,73.08,2,0.05,8.20,138.85,false,45.05,79.17,0.431,Meridian,New,Email,2023,Bronze,,0,,90.10,48.75,48.75
ORD50682,2025-05-06,C1094,South,Home,Ceramic Mug,Online,32.29,2,0.1,4.32,58.12,false,27.46,47.34,0.42,Meridian,New,Paid Social,2025,Silver,,0,,54.92,3.20,3.20
ORD50122,2025-12-19,C1173,East,Footwear,Loafers,In-Store,91.33,4,0.5,0.00,182.66,false,84.63,101.23,0.164,Meridian,VIP,Email,2023,Silver,,0,,338.52,-155.86,-155.86
ORD50785,2025-12-02,C1067,East,Accessories,Baseball Cap,Online,74.10,2,0.15,10.72,125.97,false,26.45,52.9,0.5,Meridian,New,Referral,2024,Silver,,0,,52.90,73.07,73.07
ORD50120,2025-09-29,C1102,West,Footwear,Sandals,In-Store,163.03,2,0,0.00,326.06,false,103.25,123.51,0.164,Acme,New,Email,2023,Silver,,0,,206.50,119.56,119.56
ORD50821,2025-08-24,C1116,Midwest,Footwear,Running Shoes,In-Store,139.15,3,0,0.00,375.71,false,94.62,113.18,0.164,Meridian,Returning,Paid Social,2025,Bronze,,0,,283.86,91.85,91.85
ORD50201,2025-08-21,C1102,West,Apparel,Chino Pants,In-Store,32.13,2,0.2,0.00,51.41,false,45.05,79.17,0.431,Meridian,New,Email,2023,Silver,,0,,90.10,-38.69,-38.69
ORD50695,2025-08-07,C1044,West,Footwear,Leather Boots,Online,73.57,2,0.1,9.39,132.43,false,94.79,113.39,0.164,Meridian,Returning,Organic,2025,Bronze,,0,,189.58,-57.15,-57.15
ORD50521,2025-07-23,C1174,East,Apparel,Chino Pants,Online,77.32,2,0,7.78,154.64,false,45.05,79.17,0.431,Meridian,New,Organic,2024,Bronze,,0,,90.10,64.54,64.54
ORD50394,2025-06-19,C1050,West,Beauty,Bath Set,Mobile App,64.34,2,0.3,8.68,90.08,false,19.67,43.71,0.55,Umbra,New,Email,2024,Bronze,,0,,39.34,50.74,50.74
ORD50453,2025-08-06,C1079,South,Accessories,Sunglasses,Online,42.91,1,0,11.97,42.91,false,26.16,52.33,0.5,Northwind,Returning,Paid Social,2025,Silver,,0,,26.16,16.75,16.75
ORD50606,2025-06-14,C1103,West,Footwear,Canvas Sneakers,Online,62.32,2,0.1,4.37,112.18,true,93.6,111.96,0.164,Northwind,VIP,Organic,2024,Gold,Defective,105.95,N,187.20,-75.02,-180.97
ORD50712,2025-05-27,C1004,South,Apparel,Denim Jacket,Online,112.27,1,0,7.95,112.27,false,45.49,79.95,0.431,Meridian,New,Email,2024,Bronze,,0,,45.49,66.78,66.78
ORD50663,2025-10-31,C1113,West,Accessories,Wool Scarf,In-Store,82.78,2,0.15,0.00,140.73,false,29.0,57.99,0.5,Northwind,Returning,Organic,2023,Bronze,,0,,58.00,82.73,82.73
ORD50145,2025-03-14,C1030,South,Apparel,Chino Pants,Online,58.98,3,0,4.58,176.94,false,45.05,79.17,0.431,Meridian,Returning,Referral,2023,Bronze,,0,,135.15,41.79,41.79
ORD50746,2025-05-03,C1016,South,Accessories,Tote Bag,Mobile App,36.30,3,0.15,9.35,92.56,false,25.12,50.23,0.5,Globex,Returning,Referral,2025,Silver,,0,,75.36,17.20,17.20
ORD50509,2025-03-29,C1041,East,Accessories,Sunglasses,Online,29.01,2,0,0.00,58.02,true,26.16,52.33,0.5,Northwind,Returning,Organic,2024,Silver,Defective,53.85,N,52.32,5.70,-48.15
ORD50588,2025-01-16,C1064,South,Footwear,Leather Boots,Online,81.21,2,0.05,0.00,154.30,false,94.79,113.39,0.164,Meridian,Returning,Email,2024,Silver,,0,,189.58,-35.28,-35.28
ORD50329,2025-03-17,C1109,West,Home,Cotton Throw,In-Store,50.55,5,0.05,0.00,240.11,false,27.21,46.91,0.42,Acme,VIP,Referral,2023,Silver,,0,,136.05,104.06,104.06
ORD50792,2025-01-15,C1112,Midwest,Beauty,Bath Set,In-Store,56.23,2,0.05,0.00,106.84,false,19.67,43.71,0.55,Umbra,New,Referral,2023,Bronze,,0,,39.34,67.50,67.50
ORD50814,2025-08-27,C1159,Midwest,Footwear,Canvas Sneakers,In-Store,125.21,2,0,0.00,250.42,true,93.6,111.96,0.164,Northwind,Returning,Organic,2025,Silver,Damaged in transit,239.92,N,187.20,63.22,-176.70
ORD50886,2025-07-16,C1063,East,Accessories,Baseball Cap,Mobile App,57.93,3,0.3,5.31,121.65,true,26.45,52.9,0.5,Meridian,Returning,Email,2024,Bronze,Late delivery,110.91,Y,79.35,42.30,-68.61
ORD50368,2025-06-24,C1156,West,Home,Cotton Throw,Online,15.22,2,0.1,11.43,27.40,true,27.21,46.91,0.42,Acme,New,Paid Social,2024,Bronze,Not as described,25.06,N,54.42,-27.02,-52.08
ORD50183,2025-07-02,C1172,East,Accessories,Wool Scarf,In-Store,70.31,1,0,0.00,66.79,false,29.0,57.99,0.5,Northwind,New,Paid Social,2024,Bronze,,0,,29.00,37.79,37.79
ORD50231,2025-04-06,C1161,Midwest,Apparel,Denim Jacket,Online,131.82,3,0,12.00,395.46,false,45.49,79.95,0.431,Meridian,VIP,Referral,2025,Gold,,0,,136.47,258.99,258.99
ORD50174,2025-06-14,C1150,South,Footwear,Loafers,Mobile App,121.01,1,0.3,6.32,84.71,false,84.63,101.23,0.164,Meridian,Returning,Organic,2025,Bronze,,0,,84.63,0.08,0.08
ORD50675,2025-05-09,C1151,West,Accessories,Sunglasses,In-Store,38.83,4,0,0.00,132.02,false,26.16,52.33,0.5,Northwind,VIP,Email,2024,Silver,,0,,104.64,27.38,27.38
ORD50571,2025-06-27,C1155,South,Home,Wall Art,Online,29.06,2,0.05,8.87,55.21,false,28.69,49.47,0.42,Globex,Returning,Email,2025,Silver,,0,,57.38,-2.17,-2.17
ORD50179,2025-09-08,C1135,East,Home,Ceramic Mug,In-Store,73.87,1,0,0.00,73.87,false,27.46,47.34,0.42,Meridian,New,Paid Social,2024,Bronze,,0,,27.46,46.41,46.41
ORD50351,2025-01-29,C1108,East,Home,Ceramic Mug,Online,24.82,1,0.1,9.21,22.34,false,27.46,47.34,0.42,Meridian,New,Paid Social,2023,Bronze,,0,,27.46,-5.12,-5.12
ORD50432,2025-07-25,C1014,West,Home,Ceramic Mug,In-Store,69.18,2,0.1,0.00,124.52,true,27.46,47.34,0.42,Meridian,Returning,Email,2024,Silver,Late delivery,110.53,N,54.92,69.60,-40.93
ORD50198,2025-03-07,C1007,West,Apparel,Wool Sweater,Online,64.32,2,0.2,0.00,102.91,false,35.65,62.66,0.431,Acme,Returning,Organic,2024,Bronze,,0,,71.30,31.61,31.61
ORD50844,2025-04-17,C1171,West,Beauty,Lip Balm,Online,64.88,1,0.05,6.09,61.64,false,16.19,35.98,0.55,Globex,Returning,Referral,2023,Silver,,0,,16.19,45.45,45.45
ORD50419,2025-06-10,C1104,East,Beauty,Bath Set,Mobile App,55.78,2,0,8.93,78.09,false,19.67,43.71,0.55,Umbra,Returning,Organic,2024,Silver,,0,,39.34,38.75,38.75
ORD50825,2025-05-25,C1094,South,Accessories,Wool Scarf,Online,73.02,2,0.3,3.73,102.23,false,29.0,57.99,0.5,Northwind,New,Paid Social,2025,Silver,,0,,58.00,44.23,44.23
ORD50044,2025-10-17,C1170,South,Home,Cotton Throw,In-Store,67.40,3,0,0.00,202.20,false,27.21,46.91,0.42,Acme,New,Paid Social,2023,Silver,,0,,81.63,120.57,120.57
ORD50721,2025-03-11,C1140,Midwest,Home,Throw Pillow,In-Store,53.62,3,0,0.00,160.86,false,26.26,45.27,0.42,Acme,Returning,Paid Social,2023,Bronze,,0,,78.78,82.08,82.08
ORD50298,2025-09-15,C1096,East,Home,Throw Pillow,Online,36.52,1,0,3.78,36.52,false,26.26,45.27,0.42,Acme,New,Paid Social,2024,Bronze,,0,,26.26,10.26,10.26
ORD50396,2025-06-07,C1167,West,Beauty,Face Serum,Online,36.64,2,0.05,9.49,69.62,false,17.07,37.93,0.55,Northwind,Returning,Email,2023,Bronze,,0,,34.14,35.48,35.48
ORD50279,2025-02-01,C1072,East,Home,Wall Art,Online,71.85,5,0.3,6.96,251.47,false,28.69,49.47,0.42,Globex,VIP,Referral,2023,Gold,,0,,143.45,108.02,108.02
ORD50319,2025-05-19,C1070,South,Home,Table Lamp,In-Store,22.14,2,0.05,0.00,42.07,false,26.19,45.15,0.42,Acme,New,Paid Social,2024,Silver,,0,,52.38,-10.31,-10.31
ORD50070,2025-02-08,C1177,South,Beauty,Lip Balm,Online,17.89,5,0.1,10.69,80.51,false,16.19,35.98,0.55,Globex,VIP,Organic,2025,Silver,,0,,80.95,-0.44,-0.44
ORD50822,2025-06-30,C1139,Midwest,Home,Wall Art,Mobile App,60.57,2,0.1,4.51,109.03,false,28.69,49.47,0.42,Globex,New,Paid Social,2025,Bronze,,0,,57.38,51.65,51.65
ORD50847,2025-05-08,C1137,South,Home,Ceramic Mug,In-Store,49.98,2,0.4,0.00,59.98,false,27.46,47.34,0.42,Meridian,Returning,Email,2024,Gold,,0,,54.92,5.06,5.06
ORD50673,2025-08-11,C1134,East,Apparel,Wool Sweater,Mobile App,30.05,3,0,7.49,76.63,false,35.65,62.66,0.431,Acme,Returning,Organic,2025,Bronze,,0,,106.95,-30.32,-30.32
ORD50267,2025-12-17,C1116,Midwest,Accessories,Wool Scarf,In-Store,30.88,3,0.1,0.00,83.38,false,29.0,57.99,0.5,Northwind,Returning,Paid Social,2025,Bronze,,0,,87.00,-3.62,-3.62
ORD50582,2025-06-28,C1108,East,Footwear,Canvas Sneakers,Mobile App,157.59,2,0.1,8.68,283.66,false,93.6,111.96,0.164,Northwind,New,Paid Social,2023,Bronze,,0,,187.20,96.46,96.46
ORD50794,2025-01-27,C1104,East,Beauty,Hand Cream,In-Store,56.97,2,0,0.00,113.94,false,17.77,39.49,0.55,Northwind,Returning,Organic,2024,Silver,,0,,35.54,78.40,78.40
ORD50477,2025-07-15,C1159,Midwest,Home,Cotton Throw,In-Store,79.71,1,0.1,0.00,71.74,false,27.21,46.91,0.42,Acme,Returning,Organic,2025,Silver,,0,,27.21,44.53,44.53
ORD50595,2025-08-16,C1104,East,Footwear,Running Shoes,Mobile App,69.93,3,0,5.37,209.79,true,94.62,113.18,0.164,Meridian,Returning,Organic,2024,Silver,Wrong size / poor fit,203.85,N,283.86,-74.07,-277.92
ORD50542,2025-05-20,C1120,South,Footwear,Running Shoes,In-Store,113.49,2,0.4,0.00,136.19,false,94.62,113.18,0.164,Meridian,Returning,Email,2023,Bronze,,0,,189.24,-53.05,-53.05
ORD50807,2025-08-24,C1155,South,Accessories,Leather Belt,In-Store,52.04,3,0,0.00,156.12,false,26.41,52.82,0.5,Umbra,Returning,Email,2025,Silver,,0,,79.23,76.89,76.89
ORD50722,2025-08-26,C1147,East,Beauty,Bath Set,Online,49.65,1,0.05,7.34,47.17,false,19.67,43.71,0.55,Umbra,Returning,Referral,2024,Silver,,0,,19.67,27.50,27.50
ORD50356,2025-02-01,C1000,Midwest,Apparel,Denim Jacket,Online,34.06,1,0.15,8.52,28.95,false,45.49,79.95,0.431,Meridian,Returning,Paid Social,2025,Gold,,0,,45.49,-16.54,-16.54
ORD50491,2025-05-28,C1175,East,Accessories,Sunglasses,Online,24.73,1,0.3,11.95,17.31,false,26.16,52.33,0.5,Northwind,New,Organic,2023,Gold,,0,,26.16,-8.85,-8.85
ORD50880,2025-04-18,C1132,West,Apparel,Classic Tee,Mobile App,87.53,2,0,7.42,175.06,false,40.01,70.32,0.431,Acme,Returning,Email,2025,Gold,,0,,80.02,95.04,95.04
ORD50149,2025-02-17,C1097,East,Beauty,Bath Set,Mobile App,37.39,2,0.4,11.06,44.87,false,19.67,43.71,0.55,Umbra,New,Email,2023,Bronze,,0,,39.34,5.53,5.53
ORD50333,2025-05-26,C1070,South,Home,Table Lamp,Online,50.81,1,0,10.81,50.81,false,26.19,45.15,0.42,Acme,New,Paid Social,2024,Silver,,0,,26.19,24.62,24.62
ORD50423,2025-06-11,C1020,South,Footwear,Sandals,Online,162.70,3,0,7.33,488.10,false,103.25,123.51,0.164,Acme,Returning,Email,2024,Bronze,,0,,309.75,178.35,178.35
ORD50572,2025-08-19,C1094,South,Beauty,Face Serum,Mobile App,12.93,2,0,10.16,25.86,false,17.07,37.93,0.55,Northwind,New,Paid Social,2025,Silver,,0,,34.14,-8.28,-8.28
ORD50745,2025-04-02,C1152,South,Footwear,Sandals,Online,99.84,2,0.15,11.20,169.73,false,103.25,123.51,0.164,Acme,New,Paid Social,2025,Silver,,0,,206.50,-36.77,-36.77
ORD50196,2025-05-12,C1133,East,Apparel,Denim Jacket,Online,58.46,1,0.05,8.69,55.54,false,45.49,79.95,0.431,Meridian,New,Paid Social,2024,Bronze,,0,,45.49,10.05,10.05
ORD50325,2025-07-09,C1122,East,Home,Cotton Throw,In-Store,77.95,2,0,0.00,155.90,false,27.21,46.91,0.42,Acme,New,Referral,2024,Silver,,0,,54.42,101.48,101.48
ORD50126,2025-03-20,C1092,West,Footwear,Loafers,Online,153.26,2,0.1,8.89,275.87,false,84.63,101.23,0.164,Meridian,Returning,Referral,2025,Bronze,,0,,169.26,106.61,106.61
ORD50901,2025-05-12,C1128,West,Footwear,Running Shoes,Online,76.20,2,0,6.71,129.54,false,94.62,113.18,0.164,Meridian,New,Paid Social,2023,Bronze,,0,,189.24,-59.70,-59.70
ORD50728,2025-06-22,C1141,East,Apparel,Summer Dress,In-Store,119.03,2,0.05,0.00,226.16,false,40.56,71.29,0.431,Globex,Returning,Referral,2024,Bronze,,0,,81.12,145.04,145.04
ORD50725,2025-07-25,C1070,South,Footwear,Sandals,In-Store,178.69,2,0.05,0.00,339.51,false,103.25,123.51,0.164,Acme,New,Paid Social,2024,Silver,,0,,206.50,133.01,133.01
ORD50037,2025-05-27,C1094,South,Beauty,Lip Balm,Online,26.44,2,0,5.09,52.88,false,16.19,35.98,0.55,Globex,New,Paid Social,2025,Silver,,0,,32.38,20.50,20.50
ORD50862,2025-02-26,C1009,West,Footwear,Leather Boots,Online,167.81,2,0.2,3.68,268.50,false,94.79,113.39,0.164,Meridian,Returning,Email,2023,Gold,,0,,189.58,78.92,78.92
ORD50364,2025-09-09,C1127,South,Home,Table Lamp,In-Store,44.88,3,0,0.00,134.64,false,26.19,45.15,0.42,Acme,New,Paid Social,2024,Silver,,0,,78.57,56.07,56.07
ORD50420,2025-09-24,C1101,West,Beauty,Hand Cream,In-Store,33.72,4,0.4,0.00,80.93,false,17.77,39.49,0.55,Northwind,Returning,Email,2024,Bronze,,0,,71.08,9.85,9.85
ORD50205,2025-06-01,C1085,West,Home,Throw Pillow,Mobile App,34.78,1,0,7.29,31.30,false,26.26,45.27,0.42,Acme,New,Organic,2024,Gold,,0,,26.26,5.04,5.04
ORD50006,2025-12-30,C1119,South,Home,Cotton Throw,Mobile App,56.21,2,0,0.00,112.42,true,27.21,46.91,0.42,Acme,Returning,Organic,2024,Gold,Wrong size / poor fit,101.17,Y,54.42,58.00,-43.17
ORD50287,2025-12-29,C1163,South,Footwear,Loafers,Online,119.17,2,0,5.59,190.67,false,84.63,101.23,0.164,Meridian,New,Paid Social,2025,Bronze,,0,,169.26,21.41,21.41
ORD50590,2025-06-08,C1075,South,Apparel,Summer Dress,In-Store,64.29,2,0.05,0.00,122.15,false,40.56,71.29,0.431,Globex,New,Paid Social,2023,Bronze,,0,,81.12,41.03,41.03
ORD50550,2025-06-26,C1072,East,Beauty,Face Serum,In-Store,56.47,3,0.05,0.00,160.94,false,17.07,37.93,0.55,Northwind,VIP,Referral,2023,Gold,,0,,51.21,109.73,109.73
ORD50851,2025-05-11,C1105,East,Footwear,Leather Boots,Online,101.10,2,0,5.72,202.20,false,94.79,113.39,0.164,Meridian,Returning,Organic,2023,Gold,,0,,189.58,12.62,12.62
ORD50431,2025-01-08,C1046,West,Accessories,Baseball Cap,Online,25.32,2,0,7.14,48.11,false,26.45,52.9,0.5,Meridian,New,Organic,2024,Bronze,,0,,52.90,-4.79,-4.79
ORD50452,2025-07-31,C1013,Midwest,Apparel,Summer Dress,In-Store,38.24,1,0.1,0.00,34.42,false,40.56,71.29,0.431,Globex,Returning,Email,2024,Bronze,,0,,40.56,-6.14,-6.14
ORD50233,2025-12-12,C1058,West,Accessories,Sunglasses,Mobile App,46.21,1,0.1,3.83,41.59,true,26.16,52.33,0.5,Northwind,New,Organic,2025,Bronze,Wrong size / poor fit,35.67,N,26.16,15.43,-20.24
ORD50025,2025-03-26,C1002,East,Footwear,Running Shoes,In-Store,250.20,4,0.15,0.00,850.68,true,94.62,113.18,0.164,Meridian,VIP,Referral,2023,Bronze,Wrong size / poor fit,837.08,N,378.48,472.20,-364.88
ORD50073,2025-02-14,C1041,East,Apparel,Summer Dress,Online,50.13,1,0.05,5.58,47.62,false,40.56,71.29,0.431,Globex,Returning,Organic,2024,Silver,,0,,40.56,7.06,7.06
ORD50009,2025-06-12,C1007,West,Apparel,Classic Tee,In-Store,72.93,1,0.1,0.00,65.64,false,40.01,70.32,0.431,Acme,Returning,Organic,2024,Bronze,,0,,40.01,25.63,25.63
ORD50679,2025-05-04,C1130,East,Home,Wall Art,In-Store,16.25,2,0.05,0.00,30.88,false,28.69,49.47,0.42,Globex,New,Paid Social,2025,Gold,,0,,57.38,-26.50,-26.50
ORD50069,2025-09-03,C1089,West,Apparel,Denim Jacket,In-Store,53.00,1,0.2,0.00,42.40,false,45.49,79.95,0.431,Meridian,Returning,Email,2023,Bronze,,0,,45.49,-3.09,-3.09
ORD50274,2025-03-30,C1089,West,Home,Wall Art,In-Store,31.40,3,0,0.00,94.20,false,28.69,49.47,0.42,Globex,Returning,Email,2023,Bronze,,0,,86.07,8.13,8.13
ORD50178,2025-03-03,C1135,East,Beauty,Lip Balm,Mobile App,28.16,2,0,6.12,56.32,false,16.19,35.98,0.55,Globex,New,Paid Social,2024,Bronze,,0,,32.38,23.94,23.94
ORD50919,2025-03-13,C1171,West,Apparel,Denim Jacket,Online,50.27,3,0.1,6.34,135.73,false,45.49,79.95,0.431,Meridian,Returning,Referral,2023,Silver,,0,,136.47,-0.74,-0.74
ORD50829,2025-09-28,C1071,Midwest,Beauty,Bath Set,Mobile App,42.93,2,0.05,3.96,81.57,false,19.67,43.71,0.55,Umbra,New,Paid Social,2023,Bronze,,0,,39.34,42.23,42.23
ORD50144,2025-03-14,C1131,East,Apparel,Denim Jacket,Online,149.72,3,0,9.96,449.16,false,45.49,79.95,0.431,Meridian,VIP,Referral,2023,Silver,,0,,136.47,312.69,312.69
ORD50485,2025-11-15,C1134,East,Apparel,Summer Dress,Online,94.57,2,0,8.06,189.14,false,40.56,71.29,0.431,Globex,Returning,Organic,2025,Bronze,,0,,81.12,108.02,108.02
ORD50291,2025-05-12,C1042,South,Home,Throw Pillow,Mobile App,46.76,1,0.05,0.00,44.42,false,26.26,45.27,0.42,Acme,Returning,Organic,2025,Silver,,0,,26.26,18.16,18.16
ORD50815,2025-08-18,C1136,East,Apparel,Denim Jacket,In-Store,64.56,4,0.3,0.00,180.77,false,45.49,79.95,0.431,Meridian,VIP,Referral,2024,Silver,,0,,181.96,-1.19,-1.19
ORD50737,2025-02-27,C1144,Midwest,Apparel,Classic Tee,Online,68.82,1,0.1,3.80,61.94,true,40.01,70.32,0.431,Acme,Returning,Organic,2024,Bronze,Not as described,57.1,N,40.01,21.93,-35.17
ORD50335,2025-09-19,C1111,West,Apparel,Denim Jacket,Online,85.38,1,0.3,7.30,59.77,false,45.49,79.95,0.431,Meridian,New,Paid Social,2023,Silver,,0,,45.49,14.28,14.28
ORD50619,2025-06-30,C1015,West,Home,Cotton Throw,Online,14.80,2,0,11.33,29.60,false,27.21,46.91,0.42,Acme,New,Email,2025,Silver,,0,,54.42,-24.82,-24.82
ORD50187,2025-08-23,C1170,South,Home,Table Lamp,Online,69.78,2,0,5.73,139.56,false,26.19,45.15,0.42,Acme,New,Paid Social,2023,Silver,,0,,52.38,87.18,87.18
ORD50067,2025-09-07,C1004,South,Footwear,Loafers,Mobile App,53.85,2,0,5.08,107.70,true,84.63,101.23,0.164,Meridian,New,Email,2024,Bronze,Defective,100.23,Y,169.26,-61.56,-161.79
ORD50254,2025-05-06,C1136,East,Footwear,Canvas Sneakers,Online,221.35,2,0,8.22,442.70,true,93.6,111.96,0.164,Northwind,VIP,Referral,2024,Silver,Not as described,426.24,Y,187.20,255.50,-170.74
ORD50270,2025-03-26,C1063,East,Accessories,Leather Belt,Mobile App,42.61,3,0,11.17,127.83,false,26.41,52.82,0.5,Umbra,Returning,Email,2024,Bronze,,0,,79.23,48.60,48.60
ORD50476,2025-08-21,C1050,West,Beauty,Lip Balm,Online,45.13,1,0,7.41,45.13,false,16.19,35.98,0.55,Globex,New,Email,2024,Bronze,,0,,16.19,28.94,28.94
ORD50165,2025-02-28,C1134,East,Footwear,Canvas Sneakers,In-Store,73.37,1,0.05,0.00,69.70,false,93.6,111.96,0.164,Northwind,Returning,Organic,2025,Bronze,,0,,93.60,-23.90,-23.90
ORD50608,2025-01-02,C1036,West,Footwear,Canvas Sneakers,Online,139.75,2,0,8.30,279.50,false,93.6,111.96,0.164,Northwind,New,Organic,2024,Silver,,0,,187.20,92.30,92.30
ORD50896,2025-05-23,C1060,Midwest,Apparel,Summer Dress,Online,50.47,2,0.1,8.18,90.85,false,40.56,71.29,0.431,Globex,Returning,Referral,2024,Silver,,0,,81.12,9.73,9.73
ORD50334,2025-01-02,C1108,East,Footwear,Canvas Sneakers,Online,49.02,2,0,9.50,98.04,false,93.6,111.96,0.164,Northwind,New,Paid Social,2023,Bronze,,0,,187.20,-89.16,-89.16
ORD50651,2025-06-20,C1125,East,Footwear,Canvas Sneakers,In-Store,140.37,1,0.3,0.00,98.26,false,93.6,111.96,0.164,Northwind,Returning,Email,2024,Bronze,,0,,93.60,4.66,4.66
ORD50439,2025-12-13,C1120,South,Footwear,Canvas Sneakers,Online,68.52,1,0.5,11.60,34.26,true,93.6,111.96,0.164,Northwind,Returning,Email,2023,Bronze,Wrong size / poor fit,31.05,N,93.60,-59.34,-90.39
